Word;Valence_lang;Arousal_lang;Dominance_lang;Valence_fam;Arousal_fam;Dominance_fam;Valence_mean;Arousal_mean;Dominance_mean;Valence;Arousal;Dominance
guard;0,823;0,714;0,791;0,823;0,714;0,791;0,823;0,714;0,791;0,592;0,51;0,725
consume;0,739242424242424;0,492151515151515;0,46869696969697;0,7433;0,4926;0,4653;0,772;0,475333333333333;0,468333333333333;0,427;0,62;0,509
drink;0,558841025641026;0,532359706959707;0,424917216117216;0,55988;0,543848571428571;0,425131428571429;0,561279503105588;0,549739130434781;0,421962732919254;0,65;0,552;0,474
deglutition;0,466;0,608;0,436;0,466;0,608;0,436;0,466;0,608;0,436;NA;NA;NA
disunit;0,266571428571429;0,515714285714286;0,368428571428571;0,274875;0,51625;0,3745;0,274875;0,51625;0,3745;NA;NA;NA
disjoin;0,266571428571429;0,515714285714286;0,368428571428571;0,274875;0,51625;0,3745;0,274875;0,51625;0,3745;NA;NA;NA
instrument;0,643333333333333;0,498666666666667;0,726;0,6625;0,51725;0,7425;0,605;0,4615;0,693;0,562;0,537;0,655
final;0,3135;0,496125;0,494875;0,3135;0,496125;0,494875;0,3135;0,496125;0,494875;0,276;0,575;0,508
cookery;0,7;0,234;0,398;0,7;0,234;0,398;0,7;0,234;0,398;0,633;0,368;0,345
culinary art;0,7;0,234;0,398;0,7;0,234;0,398;0,7;0,234;0,398;NA;NA;NA
image;0,612177777777778;0,247044444444444;0,448222222222222;0,638355555555556;0,240444444444444;0,420644444444444;0,644259259259259;0,252407407407407;0,435740740740741;0,653;0,241;0,453
loo;0,567362204724409;0,350021372328459;0,315935883014623;0,565565217391304;0,35033110367893;0,316163879598662;0,560886363636364;0,35025;0,316636363636364;0,385;0,357;0,283
toilet;0,607337099166952;0,337346058916549;0,319457475424268;0,6028016563147;0,336169581143494;0,318954833572225;0,587631818181818;0,32845;0,319581818181818;0,49;0,29;0,233
engraft;0,73;0,18;0,371;0,73;0,18;0,371;0,73;0,18;0,371;NA;NA;NA
imbed;0,73;0,18;0,371;0,73;0,18;0,371;0,73;0,18;0,371;NA;NA;NA
associative unital ring;0,677;0,427;0,464;0,677;0,427;0,464;0,677;0,427;0,464;NA;NA;NA
associative unitary ring;0,677;0,427;0,464;0,677;0,427;0,464;0,677;0,427;0,464;NA;NA;NA
associative ring with unity;0,677;0,427;0,464;0,677;0,427;0,464;0,677;0,427;0,464;NA;NA;NA
nonassociative ring;0,677;0,427;0,464;0,677;0,427;0,464;0,677;0,427;0,464;NA;NA;NA
thus far;0,492779282397662;0,343568044374334;0,423627472625013;0,50428028612184;0,339818864712874;0,423102356176117;0,518364530392389;0,326266442265905;0,413838386783803;NA;NA;NA
call in;0,771;0,443;0,445;0,771;0,443;0,445;0,771;0,443;0,445;NA;NA;NA
moment;0,49;0,21;0,25;0,49;0,21;0,25;0,49;0,21;0,25;0,604;0,435;0,509
2nd;0,49;0,21;0,25;0,49;0,21;0,25;0,49;0,21;0,25;NA;NA;NA
chili pepper;0,4;0,539;0,328;0,4;0,539;0,328;0,4;0,539;0,328;NA;NA;NA
chile pepper;0,4;0,539;0,328;0,4;0,539;0,328;0,4;0,539;0,328;NA;NA;NA
chili;0,4;0,539;0,328;0,4;0,539;0,328;0,4;0,539;0,328;0,592;0,566;0,433
chilli;0,4;0,539;0,328;0,4;0,539;0,328;0,4;0,539;0,328;NA;NA;NA
shadow;0,405705882352941;0,307882352941176;0,288588235294118;0,4138;0,3084;0,298;0,459666666666667;0,311333333333333;0,351333333333333;0,302;0,343;0,158
student;0,687285714285714;0,432857142857143;0,422571428571429;0,656;0,453;0,4635;0,656;0,453;0,4635;0,634;0,318;0,537
mobile phone;0,614272727272727;0,417272727272727;0,512818181818182;0,6058;0,4108;0,5254;0,6035;0,4245;0,51125;NA;NA;NA
mobile telephone;0,614272727272727;0,417272727272727;0,512818181818182;0,6058;0,4108;0,5254;0,6035;0,4245;0,51125;NA;NA;NA
simply;0,546506886355842;0,335930710763602;0,408956000054458;0,608787827418256;0,328252006813386;0,4418556108414;0,601423784857362;0,324162261113935;0,437874186791288;0,535;0,148;0,393
french horn;0,385;0,51;0,366;0,385;0,51;0,366;0,385;0,51;0,366;0,573;0,471;0,407
dry;0,275655555555556;0,337922222222222;0,3286;0,281085714285698;0,340485714285686;0,332171428571405;0,302166666666665;0,335916666666664;0,326583333333331;0,363;0,169;0,311
detonate;0,2684;0,8328;0,7062;0,249666666666667;0,843;0,729333333333333;0,249666666666667;0,843;0,729333333333333;0,375;0,85;0,696
displode;0,2684;0,8328;0,7062;0,249666666666667;0,843;0,729333333333333;0,249666666666667;0,843;0,729333333333333;NA;NA;NA
erase;0,382533333333333;0,494853333333333;0,464466666666667;0,38406976744186;0,483046511627907;0,459860465116279;0,383481481481481;0,502962962962963;0,468481481481481;0,24;0,26;0,321
efface;0,382533333333333;0,494853333333333;0,464466666666667;0,38406976744186;0,483046511627907;0,459860465116279;0,383481481481481;0,502962962962963;0,468481481481481;NA;NA;NA
diss;0,085;0,831;0,389;0,085;0,831;0,389;0,085;0,831;0,389;NA;NA;NA
debase;0,2302;0,7764;0,4838;0,206;0,7855;0,468;0,206;0,7855;0,468;NA;NA;NA
insult;0,159768421052632;0,800536842105263;0,430915789473684;0,185;0,795583333333333;0,458833333333333;0,1566;0,8067;0,4412;0,085;0,831;0,389
important;0,818666666666667;0,628666666666667;0,794666666666667;0,818666666666667;0,628666666666667;0,794666666666667;0,8145;0,6185;0,799;0,827;0,63;0,836
juice;0,605928571428571;0,476571428571429;0,423;0,5624;0,5162;0,4456;0,5624;0,5162;0,4456;0,776;0,281;0,352
bite;0,609;0,565;0,389;0,609;0,565;0,389;0,609;0,565;0,389;0,219;0,796;0,51
imagine;0,7835;0,389;0,65;0,7835;0,389;0,65;0,7835;0,389;0,65;0,759;0,48;0,587
opine;0,7835;0,389;0,65;0,7835;0,389;0,65;0,7835;0,389;0,65;NA;NA;NA
reckon;0,7835;0,389;0,65;0,7835;0,389;0,65;0,7835;0,389;0,65;0,643;0,42;0,472
breast;0,480666666666667;0,489333333333333;0,429666666666667;0,480666666666667;0,489333333333333;0,429666666666667;0,480666666666667;0,489333333333333;0,429666666666667;0,753;0,429;0,5
see;0,782459051724138;0,317721982758621;0,512411637931035;0,730076923076923;0,326096153846154;0,485346153846154;0,702619047619048;0,341119047619048;0,489142857142857;0,635;0,269;0,312
impolite;0,0649;0,73555;0,3324;0,0686666666666667;0,740166666666667;0,339;0,0686666666666667;0,740166666666667;0,339;0,167;0,59;0,282
live;0,686058823529412;0,504235294117647;0,671705882352941;0,6175;0,4855;0,6085;0,6508;0,4946;0,6392;0,88;0,673;0,676
inhabit;0,88;0,673;0,676;0,88;0,673;0,676;0,88;0,673;0,676;0,656;0,378;0,556
life;0,8368;0,6068;0,713;0,8192;0,5862;0,726;0,818666666666667;0,581666666666667;0,727666666666667;0,918;0,615;0,824
contest;0,532142857142857;0,757714285714286;0,715;0,547;0,763333333333333;0,725666666666667;0,547;0,763333333333333;0,725666666666667;0,667;0,698;0,717
combat;0,448;0,9065;0,8385;0,420333333333333;0,919333333333333;0,848333333333333;0,448;0,9065;0,8385;0,302;0,846;0,833
full;0,567666666666667;0,281166666666667;0,6575;0,499;0,3335;0,5645;0,533333333333333;0,307333333333333;0,611;0,602;0,255;0,704
cut;0,462;0,435833333333333;0,374666666666667;0,462;0,435833333333333;0,374666666666667;0,462;0,435833333333333;0,374666666666667;0,49;0,49;0,393
bring down;0,49;0,49;0,393;0,49;0,49;0,393;0,49;0,49;0,393;NA;NA;NA
collide with;0,235;0,931;0,679;0,235;0,931;0,679;0,235;0,931;0,679;NA;NA;NA
fly;0,595;0,341666666666667;0,436833333333333;0,628;0,428333333333333;0,484666666666667;0,661;0,515;0,5325;0,76;0,775;0,676
turn;0,49253125;0,4733125;0,407107142857143;0,484033333333333;0,479866666666667;0,407;0,459041666666667;0,487125;0,403333333333333;0,531;0,398;0,482
descend;0,177;0,657;0,221;0,177;0,657;0,221;0,177;0,657;0,221;0,385;0,535;0,231
afford;0,75;0,346;0,5;0,75;0,346;0,5;0,75;0,346;0,5;0,571;0,58;0,575
donate;0,75;0,346;0,5;0,75;0,346;0,5;0,75;0,346;0,5;0,774;0,462;0,577
harbour;0,667;0,517333333333333;0,494333333333333;0,667;0,517333333333333;0,494333333333333;0,667;0,517333333333333;0,494333333333333;NA;NA;NA
grasp;0,6475;0,36;0,63;0,6475;0,36;0,63;0,6475;0,36;0,63;0,56;0,623;0,57
hitherto;0,4986928702827;0,348851938834742;0,409557376346075;0,511484149154877;0,344990573320717;0,408077422311506;0,523531196745792;0,331599775415718;0,400838386558222;0,448;0,356;0,463
fourth;0,6074;0,3236;0,4616;0,6074;0,3236;0,4616;0,6074;0,3236;0,4616;0,559;0,28;0,398
bear on;0,417;0,608;0,524;0,417;0,608;0,524;0,417;0,608;0,524;NA;NA;NA
impel;0,417;0,608;0,524;0,417;0,608;0,524;0,417;0,608;0,524;NA;NA;NA
attract;0,522571428571429;0,617571428571429;0,475285714285714;0,534666666666667;0,606333333333333;0,475666666666667;0,577;0,567;0,477;0,796;0,663;0,769
draw in;0,631428571428571;0,516428571428571;0,478714285714286;0,619333333333333;0,527666666666667;0,478333333333333;0,577;0,567;0,477;NA;NA;NA
nail;0,402210526315789;0,574052631578947;0,380052631578947;0,4046;0,5796;0,3847;0,374333333333333;0,509333333333333;0,325833333333333;0,469;0,397;0,282
read;0,661179450072359;0,43590365929295;0,473165495141617;0,644976694915254;0,425139830508475;0,471985169491525;0,641590361445783;0,435656626506024;0,470918674698795;0,74;0,283;0,611
accurate;0,788;0,33;0,704;0,788;0,33;0,704;0,788;0,33;0,704;0,743;0,36;0,737
correct;0,73870114879728;0,378852253923845;0,689811420293209;0,745184655880308;0,384651167092503;0,689595142344254;0,722336324416345;0,388885336666909;0,668317787439253;0,857;0,306;0,723
look for;0,663;0,529666666666667;0,513;0,677;0,5045;0,5385;0,677;0,5045;0,5385;NA;NA;NA
double;0,520972131147541;0,404646721311475;0,497836065573771;0,513280701754386;0,403298245614035;0,483114035087719;0,513280701754386;0,403298245614035;0,483114035087719;0,677;0,378;0,569
menstruation;0,567;0,427;0,593;0,567;0,427;0,593;0,567;0,427;0,593;NA;NA;NA
menses;0,567;0,427;0,593;0,567;0,427;0,593;0,567;0,427;0,593;0,163;0,686;0,331
menorrhea;0,567;0,427;0,593;0,567;0,427;0,593;0,567;0,427;0,593;NA;NA;NA
menorrhoea;0,567;0,427;0,593;0,567;0,427;0,593;0,567;0,427;0,593;NA;NA;NA
menstrual period;0,567;0,427;0,593;0,567;0,427;0,593;0,567;0,427;0,593;NA;NA;NA
monthlies;0,567;0,427;0,593;0,567;0,427;0,593;0,567;0,427;0,593;NA;NA;NA
hale;0,588666666666667;0,628;0,619666666666667;0,588666666666667;0,628;0,619666666666667;0,588666666666667;0,628;0,619666666666667;0,479;0,435;0,5
ruler;0,6194;0,4562;0,7098;0,6325;0,4635;0,739;0,6325;0,4635;0,739;0,44;0,4;0,631
remember;0,721;0,415;0,563;0,721;0,415;0,563;0,721;0,415;0,563;0,776;0,422;0,454
recall;0,721;0,415;0,563;0,721;0,415;0,563;0,721;0,415;0,563;0,583;0,351;0,525
recollect;0,721;0,415;0,563;0,721;0,415;0,563;0,721;0,415;0,563;0,688;0,491;0,602
snare;0,221416666666667;0,677333333333333;0,431416666666667;0,221416666666667;0,677333333333333;0,431416666666667;0,221416666666667;0,677333333333333;0,431416666666667;0,229;0,85;0,466
dictator;0,0885454545454546;0,793311688311688;0,795746753246753;0,0904999999999998;0,797499999999999;0,787416666666665;0,0904999999999998;0,797499999999999;0,787416666666665;0,073;0,76;0,862
power;0,764888888888889;0,726555555555556;0,882222222222222;0,8255;0,7205;0,87475;0,786;0,719;0,877;0,719;0,67;0,953
hyperlink;0,427;0,264;0,491;0,427;0,264;0,491;0,427;0,264;0,491;NA;NA;NA
fruit juice;0,776;0,281;0,352;0,776;0,281;0,352;0,776;0,281;0,352;NA;NA;NA
coach;0,737;0,6295;0,662;0,724;0,659333333333333;0,716;0,737;0,6295;0,662;0,633;0,823;0,735
tin;0,688625;0,37575;0,529375;0,688625;0,37575;0,529375;0,688625;0,37575;0,529375;0,469;0,37;0,217
die;0,302;0,755;0,4805;0,211666666666667;0,758333333333333;0,406666666666667;0,211666666666667;0,758333333333333;0,406666666666667;0,031;0,765;0,259
reflect;0,786;0,408;0,618;0,786;0,408;0,618;0,786;0,408;0,618;0,698;0,342;0,472
alien;0,489;0,671333333333333;0,448222222222222;0,477;0,6585;0,438166666666667;0,429;0,64725;0,46475;0,41;0,615;0,491
