Word;Valence_lang;Arousal_lang;Dominance_lang;Valence_fam;Arousal_fam;Dominance_fam;Valence_mean;Arousal_mean;Dominance_mean;Valence;Arousal;Dominance
leave;5,79973657800517;4,44065346204451;5,42887303359182;5,56630690908564;4,38183592662695;5,35895032858933;5,24706830643463;4,32392345035;5,31091011635695;NA;NA;NA
disappear;3,57510456469277;4,67236633633733;4,43746296455311;3,76284399017142;4,58722550558129;4,59934598146912;3,99815261520495;4,46627477862143;4,79441573090813;NA;NA;NA
flee;0;0;0;0;0;0;0;0;0;3,84;4,95;5
follow;0;0;0;0;0;0;0;0;0;4,82;3,76;4,81
arrive;5,77057835602507;3,65865672751108;5,84618635246947;5,85327371631807;3,68887830645426;5,82103135236134;5,91664058041901;3,77189767192041;5,78552152647835;NA;NA;NA
approach;5,67698239110323;3,62164450705228;5,75155291577375;5,75504634857811;3,65226638151923;5,79043809246356;5,79600332087116;3,71534622168985;5,78425090553407;NA;NA;NA
enter;0;0;0;0;0;0;0;0;0;6,09;4,3;6,79
carry;0;0;0;0;0;0;0;0;0;5,67;3,47;4,94
bring;0;0;0;0;0;0;0;0;0;5,68;4,29;5,72
send;0;0;0;0;0;0;0;0;0;6,18;3,43;5,94
ride;0;0;0;0;0;0;0;0;0;6,27;5,1;5,28
push;0;0;0;0;0;0;0;0;0;5,39;4,4;4,06
road;0;0;0;0;0;0;0;0;0;5,59;3,81;6
axle;0;0;0;0;0;0;0;0;0;4,67;2,45;5,3
canoe;0;0;0;0;0;0;0;0;0;5,76;3,7;6,15
row;0;0;0;0;0;0;0;0;0;5,48;3,39;6,06
mast;0;0;0;0;0;0;0;0;0;4,85;3,71;5,32
port;0;0;0;0;0;0;0;0;0;5,55;3,38;5,92
have;0;0;0;0;0;0;0;0;0;5,86;3,52;5,72
take;0;0;0;0;0;0;0;0;0;4,82;4,52;4,83
seize;5,52839200033975;4,10084333605017;5,39359802768707;5,49197630460173;4,17811778879859;5,42473941922358;5,55777633966735;4,18655314570934;5,60918892305988;NA;NA;NA
hold;5,6293772484403;4,04206274729087;5,43563412925333;5,56309316508913;4,0926149032901;5,43290776122775;5,51100279034496;4,19164058623636;5,52191876025699;NA;NA;NA
get;0;0;0;0;0;0;0;0;0;6,09;3,67;5,65
keep;0;0;0;0;0;0;0;0;0;6,32;3,43;5,71
thing;0;0;0;0;0;0;0;0;0;5,55;3,43;5,41
give;0;0;0;0;0;0;0;0;0;7,73;4,57;5,72
give back;6,21407524427945;4,11796799252322;5,8661283748878;6,28858862968468;4,16685678825852;5,89535886803674;6,47228245481235;4,20854694820075;5,94783742176973;NA;NA;NA
destroy;4,07699079115837;4,68800069405772;4,34802124690693;3,86259583978293;4,76057378640467;4,26768007194343;3,97129296110307;4,76701927452578;4,41914300623769;NA;NA;NA
damage or injure;3,30519579024383;5,03080031728353;3,89966685572888;3,21917516298509;4,99908890963275;3,83901849197607;2,97625859222061;5,08940385490516;3,69182860124754;NA;NA;NA
find;0;0;0;0;0;0;0;0;0;6,45;3,52;6,24
misplace;0;0;0;0;0;0;0;0;0;3,15;4,83;4,14
money;0;0;0;0;0;0;0;0;0;7,1;6,86;6,32
rich;6,11941176470588;3,82352941176471;5,86294117647059;6,595;4,38;6,125;6,595;4,38;6,125;NA;NA;NA
poor;3,78;4,45;3,78;3,77999999705259;4,44999999653017;3,77999999705259;3,77999999948323;4,44999999939163;3,77999999948323;NA;NA;NA
beggar;3,78;4,45;3,78;3,77999999692452;4,44999999637939;3,77999999692452;3,77999999942345;4,44999999932126;3,77999999942345;NA;NA;NA
stingy;0;0;0;0;0;0;0;0;0;2,53;4,73;4,54
lend;0;0;0;0;0;0;0;0;0;4,95;3,22;5,5
borrow;0;0;0;0;0;0;0;0;0;5,18;4,55;6,16
debt;0;0;0;0;0;0;0;0;0;1,95;5,93;3,71
pay;0;0;0;0;0;0;0;0;0;6,23;4,24;6,33
bill;4,2735;3,8455;4,519;4,22;3,90470588235294;4,49;4,26;3,87666666666667;4,49666666666667;NA;NA;NA
hire or rent;5,22841155234657;4,37703971119134;5,9714440433213;5,24314516129001;4,20645161290301;5,76806451612873;5,34199999241449;4,25799999453413;5,88399999227116;NA;NA;NA
earn;0;0;0;0;0;0;0;0;0;7;4,35;6,75
buy;5,41526939967055;4,26410727572134;5,29955140922773;5,57558982253927;4,26320064357677;5,49709072479277;5,45821465556075;4,28597693582037;5,40135505729079;NA;NA;NA
sell;5,45040639123273;4,61241462515681;5,41194595852777;5,73111917393081;4,50761583770434;5,60186448426496;5,56903066508011;4,43156813368863;5,59947929389868;NA;NA;NA
trade or barter;0;0;0;0;0;0;0;0;0;5,775;4,595;6,355
market;0;0;0;0;0;0;0;0;0;6,21;3,55;5,77
price;0;0;0;0;0;0;0;0;0;4,94;3,4;4,61
expensive;0;0;0;0;0;0;0;0;0;3,36;6,1;6,21
cheap;7,00617018949089;3,70550197845808;6,3885132697525;6,71226684611419;3,65420216557977;6,16556050271453;6,36914176526618;3,61213228327042;5,88050218868359;NA;NA;NA
share;0;0;0;0;0;0;0;0;0;6,22;3,2;6,44
weigh;0;0;0;0;0;0;0;0;0;4,32;4,14;5
place (position);6,2344145417677;3,35422132980624;5,51034148982373;6,17892970854477;3,39546844193503;5,65716011238658;6,08471351428103;3,41225758052379;5,67436083482806;NA;NA;NA
put;6,14814433377151;3,94332503631044;5,83986884165507;6,0041779557915;3,93185660149421;5,7972423646823;5,8610412270225;3,93025460248949;5,77997899409661;NA;NA;NA
sit;0;0;0;0;0;0;0;0;0;5,82;3,19;6,06
lie down;6,89006035693762;3,67142255498003;5,30476685032659;6,30526987944399;3,79455709293439;5,32154933634829;5,44767643916447;4,07590827679873;5,35989365252913;NA;NA;NA
stand;0;0;0;0;0;0;0;0;0;5,27;3,1;5,89
remain;0;0;0;0;0;0;0;0;0;5,68;3,2;6,58
gather;5,6085500485083;3,99234269243796;5,51865808865275;5,62605442751191;3,97960416551049;5,51007442312463;5,60755347579806;3,97287602371422;5,62533486185381;NA;NA;NA
pick up;5,54616386259289;4,07120420631743;5,55374581681635;5,57264649883895;4,06402794133243;5,54486563795871;5,59765610934075;4,11465817160453;5,62647307537855;NA;NA;NA
join;0;0;0;0;0;0;0;0;0;5,83;3,9;4,94
separate;0;0;0;0;0;0;0;0;0;3,95;3,91;4,14
divide;0;0;0;0;0;0;0;0;0;4,78;4,62;4,91
open;5,05674784017649;3,19219347355335;5,28507813797769;5,06300016081057;3,33408280866231;5,31238096851847;5,08193601799702;3,66356336883217;5,32490274054124;NA;NA;NA
shut;0;0;0;0;0;0;0;0;0;4,5;4,05;5,61
cover;0;0;0;0;0;0;0;0;0;5,59;3,76;5,78
high;0;0;0;0;0;0;0;0;0;5,77;4,1;5,76
low;4,81609900539502;3,40785773542318;4,83833032850605;4,96208984594274;3,43574488309235;4,95965601447786;5,08742529579855;3,49639684981125;4,96150656605077;NA;NA;NA
pointed;5,30231042533753;5,71635773017968;5,02102223124556;5,27637902785363;5,40741671217914;5,02525942108138;5,37473683485901;4,56842104472196;5,19842104461678;NA;NA;NA
edge;5,35101246379469;3,72639338398328;5,40520659974447;5,34018997679701;3,74050135538041;5,35964146313285;5,33942686603966;3,81605196846111;5,28083484039264;NA;NA;NA
side;0;0;0;0;0;0;0;0;0;5,32;3,14;5,82
near;5,56813747616385;3,60081410349393;5,50599785506444;5,69664723139226;3,6777621894725;5,54977728362459;5,83136938219448;3,80414099314914;5,62723119012384;NA;NA;NA
east;0;0;0;0;0;0;0;0;0;6,33;2,5;5,17
west;7,09;3,1;5,22;7,09;3,1;5,22;7,09;3,1;5,22;NA;NA;NA
north;0;0;0;0;0;0;0;0;0;5,72;2,15;5
south;0;0;0;0;0;0;0;0;0;6,11;3,48;4,89
grow;5,79829121998596;4,44132286764286;5,98926549343119;5,97750560768357;4,45173251579847;6,04561259751882;6,09368433154084;4,49416319205138;5,98592406124468;NA;NA;NA
measure;0;0;0;0;0;0;0;0;0;5,14;4,36;5,41
big;0;0;0;0;0;0;0;0;0;5,64;4,33;5,61
small;0;0;0;0;0;0;0;0;0;5,76;3,43;4,53
long;6,28909630796352;3,98755680749379;6,1264417248102;6,10959839328547;4,02522528207141;5,98115857568167;5,76415889644817;4,05403463352306;5,6913998806219;NA;NA;NA
tall;0;0;0;0;0;0;0;0;0;6,71;3,85;6,47
short;5,28275943719108;3,41571742730827;4,92917663617938;5,30407145160614;3,43519211567119;5,06088419044434;5,3166309419375;3,36700597863334;5,20119954471508;NA;NA;NA
wide;5,50358679491671;3,967533834113;5,6688619818956;5,38644639500346;3,83431625600475;5,65086722322856;5,35492359461895;3,67200098150495;5,6222968347572;NA;NA;NA
narrow;0;0;0;0;0;0;0;0;0;4,95;4,53;5,19
thick;0;0;0;0;0;0;0;0;0;4,63;3,13;5,72
thin (of shape of object);5,02853896266083;4,15806036122142;5,29501762269701;4,8433999059875;4,14560773137643;5,33190286457683;4,77538194588282;4,00688359931383;5,39131625902949;NA;NA;NA
deep;5,39512206079942;3,90960890333137;5,21324208859421;5,53523563068021;3,86235396949956;5,37094560074682;5,14673977414633;3,87784550828006;4,96780859464352;NA;NA;NA
shallow;0;0;0;0;0;0;0;0;0;3,86;3;5,95
flat;5,87905630997031;3,40068998744996;6,12702382003399;5,59704121483688;3,45247477160403;5,94491820764188;5,42382813470906;3,47896429536835;5,88888474844904;NA;NA;NA
straight;6,85954466373132;3,65805259921796;6,86017435665613;6,67020680733411;3,79381311415559;6,59146538347287;6,40488184612335;3,92326027882965;6,20685425869758;NA;NA;NA
crooked;4,87080638987759;4,31865799614226;5,52141125965536;4,5950020579247;4,23594776490555;5,42096855195794;3,96839999988115;4,13669090890598;5,0410909089111;NA;NA;NA
hook;0;0;0;0;0;0;0;0;0;4;4;5,68
round;0;0;0;0;0;0;0;0;0;5,89;2,5;4,78
circle;0;0;0;0;0;0;0;0;0;5,76;3,33;5,38
line;0;0;0;0;0;0;0;0;0;4,82;3,24;4,89
hole;0;0;0;0;0;0;0;0;0;5,28;2,95;3,72
similar;0;0;0;0;0;0;0;0;0;5,86;3,43;5,8
change;0;0;0;0;0;0;0;0;0;5,09;4,05;5,81
count;0;0;0;0;0;0;0;0;0;5,89;2,3;5,17
all;5,07824421077571;4,58252328609798;5,4338291362641;5,28027160177254;4,34805612770193;5,48828663827578;5,22816062065238;4,14275838640017;5,44174030645573;NA;NA;NA
many;5,08165044280465;4,59090096254786;5,43379247936826;5,29853770914923;4,36538953345468;5,48982551365121;5,24916719110363;4,14091838925883;5,42680912529331;NA;NA;NA
more;5,02970352285276;4,70834378130875;5,38407400154061;5,41311223149102;4,49840873865355;5,4503513054127;5,38645495799528;4,48655998555792;5,44219618570518;NA;NA;NA
few;5,63663647136907;3,48125626151876;4,71260329890311;5,56966865480485;3,5198886820113;4,85358869077241;5,43269832095055;3,66650302596808;4,93736222207373;NA;NA;NA
enough;5,18250845413365;4,56264406447461;5,48653524613282;5,49077818586656;4,3139250220506;5,59496286000188;5,56593702484982;4,24791306246946;5,63483421849975;NA;NA;NA
some;5,54759889860947;3,43256900377918;4,99645155397381;5,5319503937661;3,37734809823185;5,10502564227194;5,52022865081888;3,41512440526811;5,17355388789775;NA;NA;NA
crowd;0;0;0;0;0;0;0;0;0;4,48;5,15;5,21
full;0;0;0;0;0;0;0;0;0;6;3,48;6,06
empty;5,46137578061095;4,53164124969813;5,79041041863516;5,3515091273913;4,32408677809244;5,85018214867749;5,53826856873288;4,52250160396642;5,83087125089845;NA;NA;NA
part;0;0;0;0;0;0;0;0;0;4,77;3,36;5,21
half;5,15627604166667;3,09037760416667;5,46485677083333;5,16141955835962;3,02662460567823;5,3710094637224;5,13714285130681;3,07964285326456;5,35178570819424;NA;NA;NA
only;5,63723404255319;2,93882978723404;5,34574468085106;4,91105263157895;3,37;5,00210526315789;4,97;3,335;5,03;NA;NA;NA
first;6,01789966598254;3,97491686397431;5,62819949354351;5,98073560305484;3,81156023888291;5,57588739883153;6,04452978588001;3,69401795874241;5,5366912454966;NA;NA;NA
last (final);4,53268192904095;4,11098070142598;4,62437675880077;4,53306411166323;4,16533251335431;4,6402341145804;4,42463360608068;4,21392720043509;4,73172900509935;NA;NA;NA
second;0;0;0;0;0;0;0;0;0;5,23;3,48;5,35
pair;6,3;3,33;5,05;6,29999999998945;3,32999999999442;5,04999999999154;6,29998798370361;3,32999364852905;5,0499903678894;NA;NA;NA
third;0;0;0;0;0;0;0;0;0;5;2,64;5,61
time;0;0;0;0;0;0;0;0;0;5,6;3,41;4,36
age;0;0;0;0;0;0;0;0;0;5,78;3,71;4,67
new;0;0;0;0;0;0;0;0;0;7,68;5,14;5,22
young;0;0;0;0;0;0;0;0;0;6,31;4,09;5,6
old;0;0;0;0;0;0;0;0;0;3,19;4,48;4,22
early;6,10822703439392;4,22378873924216;5,77820344720835;6,10879910384571;4,08421140598743;5,72339799038704;5,84925149296284;4,27431056556596;5,39399205061945;NA;NA;NA
late;0;0;0;0;0;0;0;0;0;3,32;5,57;4,22
now;6,23581975456289;4,4503437348066;5,55993472004805;6,21506729608708;4,36993474047832;5,50157096053896;6,49090836288238;4,38006829870697;5,4831824427308;NA;NA;NA
immediately;6,01727233668147;4,52308212668621;5,54898877508919;5,98742633064068;4,45290294774053;5,49962194246451;6,0787440968424;4,41297682254152;5,45474118253112;NA;NA;NA
fast;5,68012505603386;4,86051156703781;5,41305292957017;5,7442065487259;4,6994523425141;5,45646409582054;5,89305102000416;4,71046682084513;5,53830193986764;NA;NA;NA
slow;0;0;0;0;0;0;0;0;0;4;2,89;5,39
hurry;0;0;0;0;0;0;0;0;0;4,32;5,62;4,56
begin or start;0;0;0;0;0;0;0;0;0;6,425;3,83;5,61
cease;0;0;0;0;0;0;0;0;0;3,95;3,64;5,17
ready;0;0;0;0;0;0;0;0;0;6,64;3,9;6,06
always;5,02487992897202;4,45127303492871;5,43440344623729;5,17676365997432;4,24983349510503;5,47956634448443;5,20715405020113;4,14459838354152;5,45667148761815;NA;NA;NA
often;4,99263047527702;4,50821116749692;5,44525871566254;5,11055310884601;4,31004915729326;5,48686000668713;5,01405308301824;4,29248356253759;5,4327602853435;NA;NA;NA
soon;5,89608383155605;4,54666741904428;5,52865106186149;5,86029067291479;4,48181648918943;5,46821009951399;5,80461404904139;4,53323887697406;5,36826618384567;NA;NA;NA
never;5,06528795396725;4,32356358845962;5,41645491356564;5,23383788692855;4,08251172360958;5,46120557624683;5,37924844693277;3,99855320168681;5,49551387105521;NA;NA;NA
again;5,84254046908827;4,33973896480514;5,48713771171591;6,0276083342408;4,33815453020034;5,48624431973138;6,25071561602766;4,4074084905034;5,49714139902764;NA;NA;NA
dawn;0;0;0;0;0;0;0;0;0;6,74;3,1;4,98
midday;0;0;0;0;0;0;0;0;0;5,37;3,63;4,9
today;6,23015772421623;4,40488741423098;5,56108188014764;6,20817494095929;4,31435419604364;5,50877762898785;6,30988415324159;4,13768170708283;5,50930787508731;NA;NA;NA
tomorrow;6,43144965239251;3,85503035877193;6,17868700204042;6,45307692307691;3,76846153846153;6,02230769230768;6,50333333333333;3,55666666666667;5,64;NA;NA;NA
yesterday;6,43099193071218;3,85475599901342;6,17824726929746;6,45307692307689;3,76846153846152;6,02230769230766;6,50333333333333;3,55666666666667;5,64;NA;NA;NA
hour;0;0;0;0;0;0;0;0;0;5,05;3,38;6,25
clock;0;0;0;0;0;0;0;0;0;5,65;3,35;5,24
season;0;0;0;0;0;0;0;0;0;6,71;3,2;6,16
smell (stink);0;0;0;0;0;0;0;0;0;6,39;5,24;5,44
stinking;4,47301704454261;4,97993389312341;4,61981014524393;4,44960034146903;4,93564013095239;4,63087794784208;4,82905022376981;4,87050039629274;4,97059831208502;NA;NA;NA
taste (something);0;0;0;0;0;0;0;0;0;6,63;4,56;7,33
salty;0;0;0;0;0;0;0;0;0;5,1;3,94;5,14
bitter;0;0;0;0;0;0;0;0;0;3,63;4,64;4,58
sour;4,01833722464724;4,5239569586844;4,68607451020201;4,10447842708902;4,50705625341344;4,6906444565811;4,13368420733796;4,51210525967766;4,57210525963139;NA;NA;NA
hear;0;0;0;0;0;0;0;0;0;6,68;3,62;6,71
sound or noise;5,77527818795549;4,1026007263878;5,89533832459568;5,66818681085444;4,26059020973493;5,74953983867275;5,69032438323978;4,38580780120993;5,4763512919505;NA;NA;NA
loud;6,00494170437465;4,40808471964698;6,01171506416953;5,89413704628683;4,58838878162741;5,92135000458997;5,95534203469087;4,57567131125296;5,8866241220798;NA;NA;NA
silence;0;0;0;0;0;0;0;0;0;5,25;3,48;6,26
see;0;0;0;0;0;0;0;0;0;6,27;3,9;6
look;0;0;0;0;0;0;0;0;0;5,95;3,76;5,88
show;0;0;0;0;0;0;0;0;0;5,91;4,1;5,83
shine;0;0;0;0;0;0;0;0;0;7,27;5,19;5,96
bright;0;0;0;0;0;0;0;0;0;6,84;5;6,38
dark;0;0;0;0;0;0;0;0;0;5,08;4,09;4,61
touch;0;0;0;0;0;0;0;0;0;6,64;4,9;6,24
pinch;0;0;0;0;0;0;0;0;0;3,5;4,44;4,77
feel;0;0;0;0;0;0;0;0;0;6,27;4,05;5,5
hard;0;0;0;0;0;0;0;0;0;4,35;4,5;4,96
soft;0;0;0;0;0;0;0;0;0;7,13;3,04;6,1
smooth;6,28124638309214;3,42898257347841;6,23622794928438;6,13944211591078;3,46699535637525;5,9531937132535;5,81075022988359;3,68542668477181;5,78614962890418;NA;NA;NA
sharp;0;0;0;0;0;0;0;0;0;5,24;6;4,92
blunt;3,19273107960283;3,78692398964575;3,54180310547604;3,64486052897769;3,81674883909381;4,01579842831338;3,81691674329453;3,91847556159061;4,28538320963473;NA;NA;NA
wet;0;0;0;0;0;0;0;0;0;5,64;5;6,11
dry;0;0;0;0;0;0;0;0;0;4,86;3,8;6,21
hot;5,89636170582757;4,46616196368849;5,58375242792316;5,48082361564024;4,78969034904076;5,37986370257798;4,8292791099606;5,18177929448315;4,97823010165592;NA;NA;NA
warm;0;0;0;0;0;0;0;0;0;7,5;3,35;6,33
clean;0;0;0;0;0;0;0;0;0;7,09;3,57;6,11
dirty;0;0;0;0;0;0;0;0;0;3,17;5,05;5,05
soul;0;0;0;0;0;0;0;0;0;6,61;4,3;6,56
surprised;0;0;0;0;0;0;0;0;0;6,57;5,95;4,72
happy;0;0;0;0;0;0;0;0;0;8,47;6,05;7,21
laugh;0;0;0;0;0;0;0;0;0;7,56;6,62;7,39
play;0;0;0;0;0;0;0;0;0;7,55;3,81;6,29
love;0;0;0;0;0;0;0;0;0;8;5,36;5,92
kiss;0;0;0;0;0;0;0;0;0;7,78;6,05;6,52
embrace;0;0;0;0;0;0;0;0;0;7;5,82;6,58
pain;0;0;0;0;0;0;0;0;0;2;6,27;3,47
grief;2,60064159292035;5,29329646017699;4,06544247787611;2,65546391752492;5,14618556700893;4,02773195876175;2,85333333328399;4,90888888882117;4,20999999993953;NA;NA;NA
anxiety;0;0;0;0;0;0;0;0;0;2,38;4,78;3,39
regret;0;0;0;0;0;0;0;0;0;3,41;4,9;5,63
cry;0;0;0;0;0;0;0;0;0;3,22;5,45;2,56
anger;3,15846153846154;5,33769230769231;4,43807692307692;3,40368421052632;5,23578947368421;4,44947368421053;3,586;5,172;4,466;NA;NA;NA
envy;0;0;0;0;0;0;0;0;0;3,05;4,35;3,16
proud;0;0;0;0;0;0;0;0;0;7;5,55;7,09
dare;7,24615384615385;4,87692307692308;6,77076923076923;6,945;4,7125;6,615;6,51;4,475;6,39;NA;NA;NA
brave;0;0;0;0;0;0;0;0;0;7,38;4,95;6,84
fear (fright);0;0;0;0;0;0;0;0;0;2,93;6,14;3,32
danger;0;0;0;0;0;0;0;0;0;2,66;5,84;3,64
want;0;0;0;0;0;0;0;0;0;6;5,29;5,39
choose;0;0;0;0;0;0;0;0;0;6;3,6;6,83
hope;0;0;0;0;0;0;0;0;0;7,48;5,29;6,78
faithful;0;0;0;0;0;0;0;0;0;7,95;4,48;7,29
true;6,81633611822617;3,56424897335009;6,9099687711696;6,74055388935194;3,54341654566928;6,81882794465226;6,98008120019266;3,8541771746333;6,68210832900071;NA;NA;NA
lie (mislead);0;0;0;0;0;0;0;0;0;2,39;4,81;4,72
deceit;2,48334157219159;4,84571430564368;4,60281934194645;2,54487264327326;4,89448994968381;4,47282892946257;2,70439999973259;4,86432727231117;4,40472727232271;NA;NA;NA
forgive;4,70497203970947;4,34084323269154;5,0199363906043;4,66024655642091;4,36701141433707;4,98192571281602;4,53572142108586;4,31373471809378;4,92976512216099;NA;NA;NA
good;0;0;0;0;0;0;0;0;0;7,89;3,66;6,41
bad;0;0;0;0;0;0;0;0;0;3,24;4,86;3,56
wrong;3,31587327006827;4,59994580922249;4,39382037284602;3,27668861786343;4,62010949232585;4,28366455421798;3,36039999928691;4,48014545343585;4,47654545346661;NA;NA;NA
fault;0;0;0;0;0;0;0;0;0;3,53;4,02;4,02
mistake;0;0;0;0;0;0;0;0;0;2,89;4,93;4,69
beautiful;0;0;0;0;0;0;0;0;0;7,61;5,71;6,17
clever;7,33000382824593;4,39756668062361;6,74958325294603;7,08552581859074;4,2357648761476;6,45955801197757;6,71101700666805;4,13682227361504;6,05943397995588;NA;NA;NA
mind;0;0;0;0;0;0;0;0;0;6,7;5,05;6,09
believe;0;0;0;0;0;0;0;0;0;7,05;3,33;6,56
understand;6,5475958680248;3,50412595478369;5,97808036635416;6,42288576358057;3,57815193374502;5,9701521201015;6,28369159751439;3,60803542701836;5,86716198411611;NA;NA;NA
know (something);0;0;0;0;0;0;0;0;0;6,82;3,24;5,78
guess;0;0;0;0;0;0;0;0;0;5,18;3,86;4,89
imitate;0;0;0;0;0;0;0;0;0;5,44;3,95;5,04
seem;5,74873972698724;3,96137332821025;5,83555197087437;5,88795905110974;3,93151461094514;5,97446307587655;5,89141314047408;3,98171578939778;5,90940751163096;NA;NA;NA
stupid;0;0;0;0;0;0;0;0;0;2,84;4,34;4,03
learn;6,45406518189773;3,18723491156708;5,6703579522602;6,38243899507628;3,18422248944083;5,63789309083069;6,28909879964491;3,51686220385977;5,6767374263023;NA;NA;NA
study;0;0;0;0;0;0;0;0;0;5,78;2,55;5,33
teach;0;0;0;0;0;0;0;0;0;7,06;3,47;5,78
pupil (student);0;0;0;0;0;0;0;0;0;5,53;3,76;5,17
remember;0;0;0;0;0;0;0;0;0;6,5;3,14;6,31
clear;6,73697930021252;3,9665813550729;6,15009704586449;6,70936848848505;3,73201500932432;6,19972213179279;6,68486364418967;3,6435791779613;6,27103003479076;NA;NA;NA
obscure;0;0;0;0;0;0;0;0;0;5,15;3,1;4,48
certain;0;0;0;0;0;0;0;0;0;6,11;3;6,78
explain;0;0;0;0;0;0;0;0;0;5,41;4;6,22
intention;0;0;0;0;0;0;0;0;0;5,58;3,91;6,81
